0.17132631,0.17132631,0.17132631,0.17132631,0.17132631,0.17132631,0.17132631,0.17132631,0.17132631,0.17132631,0.17132631,0.17132631,0.17132631,0.17132631,0.17132631,0.17132631,0.17132631
-0.25600338,-0.20611829,-0.12839574,-0.033332877,0.06623201,0.15685189,0.22628802,0.26516268,0.26822564,0.23506325,0.17015426,0.08226493,-0.016734464,-0.113474265,-0.19488828,-0.24998175,-0.2713138
0.067384414,0.2269425,0.2680406,0.16922624,-0.017921016,-0.19571401,-0.27134767,-0.20534271,-0.032152407,0.1578205,0.26541442,0.23446645,0.08113117,-0.11455319,-0.25044277,-0.25560555,-0.12734711
0.24629672,0.007646735,-0.23947984,-0.22113743,0.042340823,0.25888342,0.18844761,-0.09088689,-0.26947102,-0.1493404,0.13633788,0.27088213,0.10514737,-0.1771456,-0.26306865,-0.057373628,0.21192092
0.181628,0.21762036,-0.141469,-0.24372649,0.096492425,0.26153296,-0.048230164,-0.2704332,-0.001674502,0.27012417,0.051522404,-0.26061648,-0.09961576,0.24223372,0.14431638,-0.21560197,-0.18410333
-0.18642344,-0.1387501,0.262365,-0.004849108,-0.25971088,0.14699592,0.17925617,-0.2451075,-0.04510243,0.26979324,-0.102562465,-0.21365812,0.21950313,0.09351929,-0.27068818,0.05463638,0.24078423
-0.046165865,0.24128042,-0.24464211,0.053579066,0.18006498,-0.27060568,0.14608786,0.094530165,-0.2600225,0.21886697,-0.003771594,-0.21432213,0.2620865,-0.10156301,-0.13967583,0.26990974,-0.18563792
-0.27130115,0.22606617,-0.11310963,-0.033731125,0.17046635,-0.25613645,0.2650766,-0.19460902,0.06584334,0.08264671,-0.20637903,0.26828694,-0.2498253,0.15652435,-0.016334847,-0.12874886,0.23526311
0.12139266,-0.07471407,0.02549117,0.024599802,-0.073852554,0.12059086,-0.16322257,0.20029557,-0.23054843,0.25295004,-0.26673734,0.2714414,-0.266902,0.25327373,-0.23102069,0.20089926,-0.16393766
-0.10590097,0.058173083,-0.008464176,-0.04153322,0.090116,-0.1356302,0.17652565,-0.21140902,0.23909381,-0.25863647,0.2693715,-0.2709334,0.26326874,-0.24663919,0.22161031,-0.18903469,0.1500225
